trial,active_rl_min_db,total_rl_min_db,passive_rl_min_db,integrated_vs_target_max_abs_delta_s,joint_gate_pass
314,12.43855720426634,13.0406506669648,14.72000254005753,0.039600640162167786,1
315,12.523222084082743,13.086114101459927,14.79161278753631,0.03774054458513612,1
316,12.450807858282335,12.99414368533947,14.639760841590475,0.04082985674404851,1
317,12.564082123929909,13.022058981681283,14.774405559236389,0.04126246608033069,1
318,12.50583734613813,13.055828809542332,14.845118709775718,0.03989208201788922,1
319,12.587538763694235,13.080024221925697,14.939884906669217,0.040271301562839756,1
320,12.47726788896757,13.06525348416822,14.641422847343886,0.04054405271611669,1
321,12.541397212120664,13.047539987151858,14.775076717817575,0.03813603545686691,1
322,12.52411767275414,13.077857258366489,14.822531600823513,0.04058684076122989,1
323,12.468247274372699,13.042655025577066,14.755966581763216,0.03983900189529674,1
324,12.53349088230488,13.0688041235428,14.786671803898255,0.03947062200999723,1
325,12.450441990545237,13.045282629452458,14.797414250029778,0.04190521405625102,1
326,12.384381849010232,13.07193279088186,14.676178827135013,0.03964517659980917,1
327,12.500495833952861,13.049849234763133,14.830683355495413,0.03839382392053654,1
328,12.396909624416388,13.087628140730146,14.756443644384563,0.03906190139381357,1
329,12.516965905500284,13.038969784332606,14.874577863673915,0.03970500718809204,1
330,12.42714839114619,13.079732862766884,14.743138861528253,0.03861082987479293,1
331,12.548180219531286,13.03699680100289,14.815106378564955,0.038073491334565036,1
332,12.546803125959197,13.076968844370633,14.808206062864834,0.03883595931321724,1
333,12.499575127118545,13.076494868707826,14.7414991337571,0.03832086788301778,1
334,12.508644917063895,13.045332200827517,14.829363727790811,0.038758669605316744,1
335,12.375100150747727,13.074511148826865,14.668738089178849,0.04046129058087821,1
336,12.498108442180841,13.066890824830388,14.774810624999372,0.03888810659989174,1
337,12.606917671816744,13.067902949717642,14.701187445434304,0.03835438460352468,1
338,12.448867922485922,13.069141249496264,14.756895311891435,0.04105721150476813,1
339,12.445895126865983,13.049716660939561,14.762806473443186,0.039001784135343956,1
340,12.567996962488643,13.049735456582445,14.749620017898009,0.03924342609497363,1
341,12.461094356595211,13.06522254708086,14.69977732807022,0.04145142443825385,1
342,12.473383462458292,13.082015842413718,14.746631384593012,0.04013755490990217,1
343,12.411286233490502,13.074466374854183,14.770881477164345,0.03828246858528047,1
344,12.358513198963156,13.044693981036772,14.720729592106272,0.04113590964483604,1
345,12.54932170270261,13.07753794198094,14.801041334420207,0.03757652928268009,1
346,12.51942023252921,13.036547396385014,14.69756728609055,0.039705124520828,1
347,12.428753415129467,13.075939974481795,14.777816038482317,0.03821034440201675,1
348,12.508154892243029,13.074928823392145,14.902859917607925,0.040816349612979884,1
349,12.366536097690377,13.101579018829401,14.668012279771697,0.03940345744906558,1
350,12.440632119637755,13.070079615956715,14.794015344285562,0.038720060553287715,1
351,12.476669478340284,13.021934805570766,14.70357424552142,0.039877361419094155,1
352,12.476297514324777,13.043606733609451,14.66860139268829,0.04110199823734866,1
353,12.55811619653942,13.051187523411489,14.710825076891732,0.04023366528762636,1
354,12.464156197100461,13.091204157091404,14.75385884166913,0.039053760078929974,1
355,12.547134442729948,13.031041769438076,14.790231681823423,0.039878621917647857,1
356,12.535977984777272,13.036112712579563,14.742562811412736,0.04048652232985751,1
357,12.436365864609936,13.081117857503665,14.778302909522631,0.04228836552749243,1
358,12.545472663784881,13.09826606954373,14.76834848247978,0.041856355756853945,1
359,12.544670128079453,13.053206357287273,14.786629872244244,0.0382576738657927,1
360,12.454137444305713,13.026455041946699,14.641886421212217,0.03980920218925812,1
361,12.520920852891999,13.045332298895868,14.739539126921867,0.040323315066073374,1
362,12.558102381235678,13.026659949356532,14.719047988374053,0.039408219506361246,1
363,12.48329068646969,13.121121049070844,14.879855064354839,0.041591186420887515,1
364,12.538694997517961,13.04459559435826,14.727368873029636,0.0406041953427428,1
